relation,a,b,c,d
son-father,vriSketu,karRa,SatruGna,daSaraTa
son-father,vriSketu,karRa,hanumAn,vAyU
son-father,vriSketu,karRa,Sakuni,suvala
son-father,vriSketu,karRa,vriSaka,suvala
son-father,vriSketu,karRa,jambumali,prahasta
son-father,vriSketu,karRa,lava,rAma
son-father,vriSketu,karRa,kuSa,rAma
son-father,vriSketu,karRa,nala,viSvakarmA
son-father,vriSketu,karRa,jawAyu,aruna
son-father,vriSketu,karRa,triSira,rAvaRa
son-father,vriSketu,karRa,atikAya,rAvaRa
son-father,vriSketu,karRa,angada,bAli
son-father,vriSketu,karRa,bArbarika,Gawotkaca
son-father,vriSketu,karRa,banasena,karRa
son-father,vriSketu,karRa,balarAm,vAsudeva
son-father,vriSketu,karRa,durmasena,duHSAsana
son-father,vabrUvAhana,arjuna,aBimanyu,arjuna
son-father,vabrUvAhana,arjuna,dakza,brahmA
son-father,vabrUvAhana,arjuna,drupadA,sriKanqI
son-father,vabrUvAhana,arjuna,Gawotkaca,BIma
son-father,vabrUvAhana,arjuna,pralhada,hiraRyakaSipu
son-father,vabrUvAhana,arjuna,arjuna,indra
son-father,vabrUvAhana,arjuna,aSvatTAmA,droRA
son-father,vabrUvAhana,arjuna,BIzmA,SAntanu
son-father,vabrUvAhana,arjuna,DftarAzwra,vicitravIrya
son-father,vabrUvAhana,arjuna,SiSupAla,dAmaGoza
son-father,vabrUvAhana,arjuna,SukrAcArya,Bfgu
son-father,vabrUvAhana,arjuna,gaReSaH,SivaH
son-father,vabrUvAhana,arjuna,anirudDaH,kAmadevaH
son-father,vabrUvAhana,arjuna,kArtikeyaH,SivaH
son-father,vabrUvAhana,arjuna,uzwraSiSuH,uzwraH
son-father,vabrUvAhana,arjuna,kAmadevaH,vizRuH
son-father,vabrUvAhana,arjuna,vizRuH,vasudevaH
son-father,vabrUvAhana,arjuna,sanatkumAraH,brahmA
son-father,vabrUvAhana,arjuna,jayantaH,indraH
son-father,vabrUvAhana,arjuna,nalakUbaraH,kuberaH
son-father,vabrUvAhana,arjuna,indrajit,rAvaRa
son-father,vabrUvAhana,arjuna,rAvaRa,visrava
son-father,vabrUvAhana,arjuna,visrava,pulastya
son-father,vabrUvAhana,arjuna,SAntanu,kuru
son-father,vabrUvAhana,arjuna,yuyutsu,DftarAzwra
son-father,vabrUvAhana,arjuna,vriSketu,karRa
son-father,vabrUvAhana,arjuna,prativinDya,yuDizWira
son-father,vabrUvAhana,arjuna,sutasoma,BIma
son-father,vabrUvAhana,arjuna,srutakarma,sahadeva
son-father,vabrUvAhana,arjuna,satAtika,nakula
son-father,vabrUvAhana,arjuna,parikSit,janamejaya
son-father,vabrUvAhana,arjuna,irAvan,arjuna
son-father,vabrUvAhana,arjuna,srutakIrti,arjuna
son-father,vabrUvAhana,arjuna,karRa,sUryadeva
son-father,vabrUvAhana,arjuna,daSaraTa,aja
son-father,vabrUvAhana,arjuna,rAma,daSaraTa
son-father,vabrUvAhana,arjuna,lakzmaRa,daSaraTa
son-father,vabrUvAhana,arjuna,Barata,daSaraTa
son-father,vabrUvAhana,arjuna,SatruGna,daSaraTa
son-father,vabrUvAhana,arjuna,hanumAn,vAyU
son-father,vabrUvAhana,arjuna,Sakuni,suvala
son-father,vabrUvAhana,arjuna,vriSaka,suvala
son-father,vabrUvAhana,arjuna,jambumali,prahasta
son-father,vabrUvAhana,arjuna,lava,rAma
son-father,vabrUvAhana,arjuna,kuSa,rAma
son-father,vabrUvAhana,arjuna,nala,viSvakarmA
son-father,vabrUvAhana,arjuna,jawAyu,aruna
son-father,vabrUvAhana,arjuna,triSira,rAvaRa
son-father,vabrUvAhana,arjuna,atikAya,rAvaRa
son-father,vabrUvAhana,arjuna,angada,bAli
son-father,vabrUvAhana,arjuna,bArbarika,Gawotkaca
son-father,vabrUvAhana,arjuna,banasena,karRa
son-father,vabrUvAhana,arjuna,balarAm,vAsudeva
son-father,vabrUvAhana,arjuna,durmasena,duHSAsana
son-father,prativinDya,yuDizWira,aBimanyu,arjuna
son-father,prativinDya,yuDizWira,dakza,brahmA
son-father,prativinDya,yuDizWira,drupadA,sriKanqI
son-father,prativinDya,yuDizWira,Gawotkaca,BIma
son-father,prativinDya,yuDizWira,pralhada,hiraRyakaSipu
son-father,prativinDya,yuDizWira,arjuna,indra
son-father,prativinDya,yuDizWira,aSvatTAmA,droRA
son-father,prativinDya,yuDizWira,BIzmA,SAntanu
son-father,prativinDya,yuDizWira,DftarAzwra,vicitravIrya
son-father,prativinDya,yuDizWira,SiSupAla,dAmaGoza
son-father,prativinDya,yuDizWira,SukrAcArya,Bfgu
son-father,prativinDya,yuDizWira,gaReSaH,SivaH
son-father,prativinDya,yuDizWira,anirudDaH,kAmadevaH
son-father,prativinDya,yuDizWira,kArtikeyaH,SivaH
son-father,prativinDya,yuDizWira,uzwraSiSuH,uzwraH
son-father,prativinDya,yuDizWira,kAmadevaH,vizRuH
son-father,prativinDya,yuDizWira,vizRuH,vasudevaH
son-father,prativinDya,yuDizWira,sanatkumAraH,brahmA
son-father,prativinDya,yuDizWira,jayantaH,indraH
son-father,prativinDya,yuDizWira,nalakUbaraH,kuberaH
son-father,prativinDya,yuDizWira,indrajit,rAvaRa
son-father,prativinDya,yuDizWira,rAvaRa,visrava
son-father,prativinDya,yuDizWira,visrava,pulastya
son-father,prativinDya,yuDizWira,SAntanu,kuru
son-father,prativinDya,yuDizWira,yuyutsu,DftarAzwra
son-father,prativinDya,yuDizWira,vriSketu,karRa
son-father,prativinDya,yuDizWira,vabrUvAhana,arjuna
son-father,prativinDya,yuDizWira,sutasoma,BIma
son-father,prativinDya,yuDizWira,srutakarma,sahadeva
son-father,prativinDya,yuDizWira,satAtika,nakula
son-father,prativinDya,yuDizWira,parikSit,janamejaya
son-father,prativinDya,yuDizWira,irAvan,arjuna
son-father,prativinDya,yuDizWira,srutakIrti,arjuna
son-father,prativinDya,yuDizWira,karRa,sUryadeva
son-father,prativinDya,yuDizWira,daSaraTa,aja
son-father,prativinDya,yuDizWira,rAma,daSaraTa
son-father,prativinDya,yuDizWira,lakzmaRa,daSaraTa
son-father,prativinDya,yuDizWira,Barata,daSaraTa
son-father,prativinDya,yuDizWira,SatruGna,daSaraTa
son-father,prativinDya,yuDizWira,hanumAn,vAyU
son-father,prativinDya,yuDizWira,Sakuni,suvala
son-father,prativinDya,yuDizWira,vriSaka,suvala
son-father,prativinDya,yuDizWira,jambumali,prahasta
son-father,prativinDya,yuDizWira,lava,rAma
son-father,prativinDya,yuDizWira,kuSa,rAma
son-father,prativinDya,yuDizWira,nala,viSvakarmA
son-father,prativinDya,yuDizWira,jawAyu,aruna
son-father,prativinDya,yuDizWira,triSira,rAvaRa
son-father,prativinDya,yuDizWira,atikAya,rAvaRa
son-father,prativinDya,yuDizWira,angada,bAli
son-father,prativinDya,yuDizWira,bArbarika,Gawotkaca
son-father,prativinDya,yuDizWira,banasena,karRa
son-father,prativinDya,yuDizWira,balarAm,vAsudeva
son-father,prativinDya,yuDizWira,durmasena,duHSAsana
son-father,sutasoma,BIma,aBimanyu,arjuna
son-father,sutasoma,BIma,dakza,brahmA
son-father,sutasoma,BIma,drupadA,sriKanqI
son-father,sutasoma,BIma,Gawotkaca,BIma
son-father,sutasoma,BIma,pralhada,hiraRyakaSipu
son-father,sutasoma,BIma,arjuna,indra
son-father,sutasoma,BIma,aSvatTAmA,droRA
son-father,sutasoma,BIma,BIzmA,SAntanu
son-father,sutasoma,BIma,DftarAzwra,vicitravIrya
son-father,sutasoma,BIma,SiSupAla,dAmaGoza
son-father,sutasoma,BIma,SukrAcArya,Bfgu
son-father,sutasoma,BIma,gaReSaH,SivaH
son-father,sutasoma,BIma,anirudDaH,kAmadevaH
son-father,sutasoma,BIma,kArtikeyaH,SivaH
son-father,sutasoma,BIma,uzwraSiSuH,uzwraH
son-father,sutasoma,BIma,kAmadevaH,vizRuH
son-father,sutasoma,BIma,vizRuH,vasudevaH
son-father,sutasoma,BIma,sanatkumAraH,brahmA
son-father,sutasoma,BIma,jayantaH,indraH
son-father,sutasoma,BIma,nalakUbaraH,kuberaH
son-father,sutasoma,BIma,indrajit,rAvaRa
son-father,sutasoma,BIma,rAvaRa,visrava
son-father,sutasoma,BIma,visrava,pulastya
son-father,sutasoma,BIma,SAntanu,kuru
son-father,sutasoma,BIma,yuyutsu,DftarAzwra
son-father,sutasoma,BIma,vriSketu,karRa
son-father,sutasoma,BIma,vabrUvAhana,arjuna
son-father,sutasoma,BIma,prativinDya,yuDizWira
son-father,sutasoma,BIma,srutakarma,sahadeva
son-father,sutasoma,BIma,satAtika,nakula
son-father,sutasoma,BIma,parikSit,janamejaya
son-father,sutasoma,BIma,irAvan,arjuna
son-father,sutasoma,BIma,srutakIrti,arjuna
son-father,sutasoma,BIma,karRa,sUryadeva
son-father,sutasoma,BIma,daSaraTa,aja
son-father,sutasoma,BIma,rAma,daSaraTa
son-father,sutasoma,BIma,lakzmaRa,daSaraTa
son-father,sutasoma,BIma,Barata,daSaraTa
son-father,sutasoma,BIma,SatruGna,daSaraTa
son-father,sutasoma,BIma,hanumAn,vAyU
son-father,sutasoma,BIma,Sakuni,suvala
son-father,sutasoma,BIma,vriSaka,suvala
son-father,sutasoma,BIma,jambumali,prahasta
son-father,sutasoma,BIma,lava,rAma
son-father,sutasoma,BIma,kuSa,rAma
son-father,sutasoma,BIma,nala,viSvakarmA
son-father,sutasoma,BIma,jawAyu,aruna
son-father,sutasoma,BIma,triSira,rAvaRa
son-father,sutasoma,BIma,atikAya,rAvaRa
son-father,sutasoma,BIma,angada,bAli
son-father,sutasoma,BIma,bArbarika,Gawotkaca
son-father,sutasoma,BIma,banasena,karRa
son-father,sutasoma,BIma,balarAm,vAsudeva
son-father,sutasoma,BIma,durmasena,duHSAsana
son-father,srutakarma,sahadeva,aBimanyu,arjuna
son-father,srutakarma,sahadeva,dakza,brahmA
son-father,srutakarma,sahadeva,drupadA,sriKanqI
son-father,srutakarma,sahadeva,Gawotkaca,BIma
son-father,srutakarma,sahadeva,pralhada,hiraRyakaSipu
son-father,srutakarma,sahadeva,arjuna,indra
son-father,srutakarma,sahadeva,aSvatTAmA,droRA
son-father,srutakarma,sahadeva,BIzmA,SAntanu
son-father,srutakarma,sahadeva,DftarAzwra,vicitravIrya
son-father,srutakarma,sahadeva,SiSupAla,dAmaGoza
son-father,srutakarma,sahadeva,SukrAcArya,Bfgu
son-father,srutakarma,sahadeva,gaReSaH,SivaH
son-father,srutakarma,sahadeva,anirudDaH,kAmadevaH
son-father,srutakarma,sahadeva,kArtikeyaH,SivaH
son-father,srutakarma,sahadeva,uzwraSiSuH,uzwraH
son-father,srutakarma,sahadeva,kAmadevaH,vizRuH
son-father,srutakarma,sahadeva,vizRuH,vasudevaH
son-father,srutakarma,sahadeva,sanatkumAraH,brahmA
son-father,srutakarma,sahadeva,jayantaH,indraH
son-father,srutakarma,sahadeva,nalakUbaraH,kuberaH
son-father,srutakarma,sahadeva,indrajit,rAvaRa
son-father,srutakarma,sahadeva,rAvaRa,visrava
son-father,srutakarma,sahadeva,visrava,pulastya
son-father,srutakarma,sahadeva,SAntanu,kuru
son-father,srutakarma,sahadeva,yuyutsu,DftarAzwra
son-father,srutakarma,sahadeva,vriSketu,karRa
son-father,srutakarma,sahadeva,vabrUvAhana,arjuna
son-father,srutakarma,sahadeva,prativinDya,yuDizWira
son-father,srutakarma,sahadeva,sutasoma,BIma
son-father,srutakarma,sahadeva,satAtika,nakula
son-father,srutakarma,sahadeva,parikSit,janamejaya
son-father,srutakarma,sahadeva,irAvan,arjuna
son-father,srutakarma,sahadeva,srutakIrti,arjuna
son-father,srutakarma,sahadeva,karRa,sUryadeva
son-father,srutakarma,sahadeva,daSaraTa,aja
son-father,srutakarma,sahadeva,rAma,daSaraTa
son-father,srutakarma,sahadeva,lakzmaRa,daSaraTa
son-father,srutakarma,sahadeva,Barata,daSaraTa
son-father,srutakarma,sahadeva,SatruGna,daSaraTa
son-father,srutakarma,sahadeva,hanumAn,vAyU
son-father,srutakarma,sahadeva,Sakuni,suvala
son-father,srutakarma,sahadeva,vriSaka,suvala
son-father,srutakarma,sahadeva,jambumali,prahasta
son-father,srutakarma,sahadeva,lava,rAma
son-father,srutakarma,sahadeva,kuSa,rAma
son-father,srutakarma,sahadeva,nala,viSvakarmA
son-father,srutakarma,sahadeva,jawAyu,aruna
son-father,srutakarma,sahadeva,triSira,rAvaRa
son-father,srutakarma,sahadeva,atikAya,rAvaRa
son-father,srutakarma,sahadeva,angada,bAli
son-father,srutakarma,sahadeva,bArbarika,Gawotkaca
son-father,srutakarma,sahadeva,banasena,karRa
son-father,srutakarma,sahadeva,balarAm,vAsudeva
son-father,srutakarma,sahadeva,durmasena,duHSAsana
son-father,satAtika,nakula,aBimanyu,arjuna
son-father,satAtika,nakula,dakza,brahmA
son-father,satAtika,nakula,drupadA,sriKanqI
son-father,satAtika,nakula,Gawotkaca,BIma
son-father,satAtika,nakula,pralhada,hiraRyakaSipu
son-father,satAtika,nakula,arjuna,indra
son-father,satAtika,nakula,aSvatTAmA,droRA
son-father,satAtika,nakula,BIzmA,SAntanu
son-father,satAtika,nakula,DftarAzwra,vicitravIrya
son-father,satAtika,nakula,SiSupAla,dAmaGoza
son-father,satAtika,nakula,SukrAcArya,Bfgu
son-father,satAtika,nakula,gaReSaH,SivaH
son-father,satAtika,nakula,anirudDaH,kAmadevaH
son-father,satAtika,nakula,kArtikeyaH,SivaH
son-father,satAtika,nakula,uzwraSiSuH,uzwraH
son-father,satAtika,nakula,kAmadevaH,vizRuH
son-father,satAtika,nakula,vizRuH,vasudevaH
son-father,satAtika,nakula,sanatkumAraH,brahmA
son-father,satAtika,nakula,jayantaH,indraH
son-father,satAtika,nakula,nalakUbaraH,kuberaH
son-father,satAtika,nakula,indrajit,rAvaRa
son-father,satAtika,nakula,rAvaRa,visrava
son-father,satAtika,nakula,visrava,pulastya
son-father,satAtika,nakula,SAntanu,kuru
son-father,satAtika,nakula,yuyutsu,DftarAzwra
son-father,satAtika,nakula,vriSketu,karRa
son-father,satAtika,nakula,vabrUvAhana,arjuna
son-father,satAtika,nakula,prativinDya,yuDizWira
son-father,satAtika,nakula,sutasoma,BIma
son-father,satAtika,nakula,srutakarma,sahadeva
son-father,satAtika,nakula,parikSit,janamejaya
son-father,satAtika,nakula,irAvan,arjuna
son-father,satAtika,nakula,srutakIrti,arjuna
son-father,satAtika,nakula,karRa,sUryadeva
son-father,satAtika,nakula,daSaraTa,aja
son-father,satAtika,nakula,rAma,daSaraTa
son-father,satAtika,nakula,lakzmaRa,daSaraTa
son-father,satAtika,nakula,Barata,daSaraTa
son-father,satAtika,nakula,SatruGna,daSaraTa
son-father,satAtika,nakula,hanumAn,vAyU
son-father,satAtika,nakula,Sakuni,suvala
son-father,satAtika,nakula,vriSaka,suvala
son-father,satAtika,nakula,jambumali,prahasta
son-father,satAtika,nakula,lava,rAma
son-father,satAtika,nakula,kuSa,rAma
son-father,satAtika,nakula,nala,viSvakarmA
son-father,satAtika,nakula,jawAyu,aruna
son-father,satAtika,nakula,triSira,rAvaRa
son-father,satAtika,nakula,atikAya,rAvaRa
son-father,satAtika,nakula,angada,bAli
son-father,satAtika,nakula,bArbarika,Gawotkaca
son-father,satAtika,nakula,banasena,karRa
son-father,satAtika,nakula,balarAm,vAsudeva
son-father,satAtika,nakula,durmasena,duHSAsana
son-father,parikSit,janamejaya,aBimanyu,arjuna
son-father,parikSit,janamejaya,dakza,brahmA
son-father,parikSit,janamejaya,drupadA,sriKanqI
son-father,parikSit,janamejaya,Gawotkaca,BIma
son-father,parikSit,janamejaya,pralhada,hiraRyakaSipu
son-father,parikSit,janamejaya,arjuna,indra
son-father,parikSit,janamejaya,aSvatTAmA,droRA
son-father,parikSit,janamejaya,BIzmA,SAntanu
son-father,parikSit,janamejaya,DftarAzwra,vicitravIrya
son-father,parikSit,janamejaya,SiSupAla,dAmaGoza
son-father,parikSit,janamejaya,SukrAcArya,Bfgu
son-father,parikSit,janamejaya,gaReSaH,SivaH
son-father,parikSit,janamejaya,anirudDaH,kAmadevaH
son-father,parikSit,janamejaya,kArtikeyaH,SivaH
son-father,parikSit,janamejaya,uzwraSiSuH,uzwraH
son-father,parikSit,janamejaya,kAmadevaH,vizRuH
son-father,parikSit,janamejaya,vizRuH,vasudevaH
son-father,parikSit,janamejaya,sanatkumAraH,brahmA
son-father,parikSit,janamejaya,jayantaH,indraH
son-father,parikSit,janamejaya,nalakUbaraH,kuberaH
son-father,parikSit,janamejaya,indrajit,rAvaRa
son-father,parikSit,janamejaya,rAvaRa,visrava
son-father,parikSit,janamejaya,visrava,pulastya
son-father,parikSit,janamejaya,SAntanu,kuru
son-father,parikSit,janamejaya,yuyutsu,DftarAzwra
son-father,parikSit,janamejaya,vriSketu,karRa
son-father,parikSit,janamejaya,vabrUvAhana,arjuna
son-father,parikSit,janamejaya,prativinDya,yuDizWira
son-father,parikSit,janamejaya,sutasoma,BIma
son-father,parikSit,janamejaya,srutakarma,sahadeva
son-father,parikSit,janamejaya,satAtika,nakula
son-father,parikSit,janamejaya,irAvan,arjuna
son-father,parikSit,janamejaya,srutakIrti,arjuna
son-father,parikSit,janamejaya,karRa,sUryadeva
son-father,parikSit,janamejaya,daSaraTa,aja
son-father,parikSit,janamejaya,rAma,daSaraTa
son-father,parikSit,janamejaya,lakzmaRa,daSaraTa
son-father,parikSit,janamejaya,Barata,daSaraTa
son-father,parikSit,janamejaya,SatruGna,daSaraTa
son-father,parikSit,janamejaya,hanumAn,vAyU
son-father,parikSit,janamejaya,Sakuni,suvala
son-father,parikSit,janamejaya,vriSaka,suvala
son-father,parikSit,janamejaya,jambumali,prahasta
son-father,parikSit,janamejaya,lava,rAma
son-father,parikSit,janamejaya,kuSa,rAma
son-father,parikSit,janamejaya,nala,viSvakarmA
son-father,parikSit,janamejaya,jawAyu,aruna
son-father,parikSit,janamejaya,triSira,rAvaRa
son-father,parikSit,janamejaya,atikAya,rAvaRa
son-father,parikSit,janamejaya,angada,bAli
son-father,parikSit,janamejaya,bArbarika,Gawotkaca
son-father,parikSit,janamejaya,banasena,karRa
son-father,parikSit,janamejaya,balarAm,vAsudeva
son-father,parikSit,janamejaya,durmasena,duHSAsana
son-father,irAvan,arjuna,aBimanyu,arjuna
son-father,irAvan,arjuna,dakza,brahmA
son-father,irAvan,arjuna,drupadA,sriKanqI
son-father,irAvan,arjuna,Gawotkaca,BIma
son-father,irAvan,arjuna,pralhada,hiraRyakaSipu
son-father,irAvan,arjuna,arjuna,indra
son-father,irAvan,arjuna,aSvatTAmA,droRA
son-father,irAvan,arjuna,BIzmA,SAntanu
son-father,irAvan,arjuna,DftarAzwra,vicitravIrya
son-father,irAvan,arjuna,SiSupAla,dAmaGoza
son-father,irAvan,arjuna,SukrAcArya,Bfgu
son-father,irAvan,arjuna,gaReSaH,SivaH
son-father,irAvan,arjuna,anirudDaH,kAmadevaH
son-father,irAvan,arjuna,kArtikeyaH,SivaH
son-father,irAvan,arjuna,uzwraSiSuH,uzwraH
son-father,irAvan,arjuna,kAmadevaH,vizRuH
son-father,irAvan,arjuna,vizRuH,vasudevaH
son-father,irAvan,arjuna,sanatkumAraH,brahmA
son-father,irAvan,arjuna,jayantaH,indraH
son-father,irAvan,arjuna,nalakUbaraH,kuberaH
son-father,irAvan,arjuna,indrajit,rAvaRa
son-father,irAvan,arjuna,rAvaRa,visrava
son-father,irAvan,arjuna,visrava,pulastya
son-father,irAvan,arjuna,SAntanu,kuru
son-father,irAvan,arjuna,yuyutsu,DftarAzwra
son-father,irAvan,arjuna,vriSketu,karRa
son-father,irAvan,arjuna,vabrUvAhana,arjuna
son-father,irAvan,arjuna,prativinDya,yuDizWira
son-father,irAvan,arjuna,sutasoma,BIma
son-father,irAvan,arjuna,srutakarma,sahadeva
son-father,irAvan,arjuna,satAtika,nakula
son-father,irAvan,arjuna,parikSit,janamejaya
son-father,irAvan,arjuna,srutakIrti,arjuna
son-father,irAvan,arjuna,karRa,sUryadeva
son-father,irAvan,arjuna,daSaraTa,aja
son-father,irAvan,arjuna,rAma,daSaraTa
son-father,irAvan,arjuna,lakzmaRa,daSaraTa
son-father,irAvan,arjuna,Barata,daSaraTa
son-father,irAvan,arjuna,SatruGna,daSaraTa
son-father,irAvan,arjuna,hanumAn,vAyU
son-father,irAvan,arjuna,Sakuni,suvala
son-father,irAvan,arjuna,vriSaka,suvala
son-father,irAvan,arjuna,jambumali,prahasta
son-father,irAvan,arjuna,lava,rAma
son-father,irAvan,arjuna,kuSa,rAma
son-father,irAvan,arjuna,nala,viSvakarmA
son-father,irAvan,arjuna,jawAyu,aruna
son-father,irAvan,arjuna,triSira,rAvaRa
son-father,irAvan,arjuna,atikAya,rAvaRa
son-father,irAvan,arjuna,angada,bAli
son-father,irAvan,arjuna,bArbarika,Gawotkaca
son-father,irAvan,arjuna,banasena,karRa
son-father,irAvan,arjuna,balarAm,vAsudeva
son-father,irAvan,arjuna,durmasena,duHSAsana
son-father,srutakIrti,arjuna,aBimanyu,arjuna
son-father,srutakIrti,arjuna,dakza,brahmA
son-father,srutakIrti,arjuna,drupadA,sriKanqI
son-father,srutakIrti,arjuna,Gawotkaca,BIma
son-father,srutakIrti,arjuna,pralhada,hiraRyakaSipu
son-father,srutakIrti,arjuna,arjuna,indra
son-father,srutakIrti,arjuna,aSvatTAmA,droRA
son-father,srutakIrti,arjuna,BIzmA,SAntanu
son-father,srutakIrti,arjuna,DftarAzwra,vicitravIrya
son-father,srutakIrti,arjuna,SiSupAla,dAmaGoza
son-father,srutakIrti,arjuna,SukrAcArya,Bfgu
son-father,srutakIrti,arjuna,gaReSaH,SivaH
son-father,srutakIrti,arjuna,anirudDaH,kAmadevaH
son-father,srutakIrti,arjuna,kArtikeyaH,SivaH
son-father,srutakIrti,arjuna,uzwraSiSuH,uzwraH
son-father,srutakIrti,arjuna,kAmadevaH,vizRuH
son-father,srutakIrti,arjuna,vizRuH,vasudevaH
son-father,srutakIrti,arjuna,sanatkumAraH,brahmA
son-father,srutakIrti,arjuna,jayantaH,indraH
son-father,srutakIrti,arjuna,nalakUbaraH,kuberaH
son-father,srutakIrti,arjuna,indrajit,rAvaRa
son-father,srutakIrti,arjuna,rAvaRa,visrava
son-father,srutakIrti,arjuna,visrava,pulastya
son-father,srutakIrti,arjuna,SAntanu,kuru
son-father,srutakIrti,arjuna,yuyutsu,DftarAzwra
son-father,srutakIrti,arjuna,vriSketu,karRa
son-father,srutakIrti,arjuna,vabrUvAhana,arjuna
son-father,srutakIrti,arjuna,prativinDya,yuDizWira
son-father,srutakIrti,arjuna,sutasoma,BIma
son-father,srutakIrti,arjuna,srutakarma,sahadeva
son-father,srutakIrti,arjuna,satAtika,nakula
son-father,srutakIrti,arjuna,parikSit,janamejaya
son-father,srutakIrti,arjuna,irAvan,arjuna
son-father,srutakIrti,arjuna,karRa,sUryadeva
son-father,srutakIrti,arjuna,daSaraTa,aja
son-father,srutakIrti,arjuna,rAma,daSaraTa
son-father,srutakIrti,arjuna,lakzmaRa,daSaraTa
son-father,srutakIrti,arjuna,Barata,daSaraTa
son-father,srutakIrti,arjuna,SatruGna,daSaraTa
son-father,srutakIrti,arjuna,hanumAn,vAyU
son-father,srutakIrti,arjuna,Sakuni,suvala
son-father,srutakIrti,arjuna,vriSaka,suvala
son-father,srutakIrti,arjuna,jambumali,prahasta
son-father,srutakIrti,arjuna,lava,rAma
son-father,srutakIrti,arjuna,kuSa,rAma
son-father,srutakIrti,arjuna,nala,viSvakarmA
son-father,srutakIrti,arjuna,jawAyu,aruna
son-father,srutakIrti,arjuna,triSira,rAvaRa
son-father,srutakIrti,arjuna,atikAya,rAvaRa
son-father,srutakIrti,arjuna,angada,bAli
son-father,srutakIrti,arjuna,bArbarika,Gawotkaca
son-father,srutakIrti,arjuna,banasena,karRa
son-father,srutakIrti,arjuna,balarAm,vAsudeva
son-father,srutakIrti,arjuna,durmasena,duHSAsana
son-father,karRa,sUryadeva,aBimanyu,arjuna
son-father,karRa,sUryadeva,dakza,brahmA
son-father,karRa,sUryadeva,drupadA,sriKanqI
son-father,karRa,sUryadeva,Gawotkaca,BIma
son-father,karRa,sUryadeva,pralhada,hiraRyakaSipu
son-father,karRa,sUryadeva,arjuna,indra
son-father,karRa,sUryadeva,aSvatTAmA,droRA
son-father,karRa,sUryadeva,BIzmA,SAntanu
son-father,karRa,sUryadeva,DftarAzwra,vicitravIrya
son-father,karRa,sUryadeva,SiSupAla,dAmaGoza
son-father,karRa,sUryadeva,SukrAcArya,Bfgu
son-father,karRa,sUryadeva,gaReSaH,SivaH
son-father,karRa,sUryadeva,anirudDaH,kAmadevaH
son-father,karRa,sUryadeva,kArtikeyaH,SivaH
son-father,karRa,sUryadeva,uzwraSiSuH,uzwraH
son-father,karRa,sUryadeva,kAmadevaH,vizRuH
son-father,karRa,sUryadeva,vizRuH,vasudevaH
son-father,karRa,sUryadeva,sanatkumAraH,brahmA
son-father,karRa,sUryadeva,jayantaH,indraH
son-father,karRa,sUryadeva,nalakUbaraH,kuberaH
son-father,karRa,sUryadeva,indrajit,rAvaRa
son-father,karRa,sUryadeva,rAvaRa,visrava
son-father,karRa,sUryadeva,visrava,pulastya
son-father,karRa,sUryadeva,SAntanu,kuru
son-father,karRa,sUryadeva,yuyutsu,DftarAzwra
son-father,karRa,sUryadeva,vriSketu,karRa
son-father,karRa,sUryadeva,vabrUvAhana,arjuna
son-father,karRa,sUryadeva,prativinDya,yuDizWira
son-father,karRa,sUryadeva,sutasoma,BIma
son-father,karRa,sUryadeva,srutakarma,sahadeva
son-father,karRa,sUryadeva,satAtika,nakula
son-father,karRa,sUryadeva,parikSit,janamejaya
son-father,karRa,sUryadeva,irAvan,arjuna
son-father,karRa,sUryadeva,srutakIrti,arjuna
son-father,karRa,sUryadeva,daSaraTa,aja
son-father,karRa,sUryadeva,rAma,daSaraTa
son-father,karRa,sUryadeva,lakzmaRa,daSaraTa
son-father,karRa,sUryadeva,Barata,daSaraTa
son-father,karRa,sUryadeva,SatruGna,daSaraTa
son-father,karRa,sUryadeva,hanumAn,vAyU
son-father,karRa,sUryadeva,Sakuni,suvala
son-father,karRa,sUryadeva,vriSaka,suvala
son-father,karRa,sUryadeva,jambumali,prahasta
son-father,karRa,sUryadeva,lava,rAma
son-father,karRa,sUryadeva,kuSa,rAma
son-father,karRa,sUryadeva,nala,viSvakarmA
son-father,karRa,sUryadeva,jawAyu,aruna
son-father,karRa,sUryadeva,triSira,rAvaRa
son-father,karRa,sUryadeva,atikAya,rAvaRa
son-father,karRa,sUryadeva,angada,bAli
son-father,karRa,sUryadeva,bArbarika,Gawotkaca
son-father,karRa,sUryadeva,banasena,karRa
son-father,karRa,sUryadeva,balarAm,vAsudeva
son-father,karRa,sUryadeva,durmasena,duHSAsana
son-father,daSaraTa,aja,aBimanyu,arjuna
son-father,daSaraTa,aja,dakza,brahmA
son-father,daSaraTa,aja,drupadA,sriKanqI
son-father,daSaraTa,aja,Gawotkaca,BIma
son-father,daSaraTa,aja,pralhada,hiraRyakaSipu
son-father,daSaraTa,aja,arjuna,indra
son-father,daSaraTa,aja,aSvatTAmA,droRA
son-father,daSaraTa,aja,BIzmA,SAntanu
son-father,daSaraTa,aja,DftarAzwra,vicitravIrya
son-father,daSaraTa,aja,SiSupAla,dAmaGoza
son-father,daSaraTa,aja,SukrAcArya,Bfgu
son-father,daSaraTa,aja,gaReSaH,SivaH
son-father,daSaraTa,aja,anirudDaH,kAmadevaH
son-father,daSaraTa,aja,kArtikeyaH,SivaH
son-father,daSaraTa,aja,uzwraSiSuH,uzwraH
son-father,daSaraTa,aja,kAmadevaH,vizRuH
